,Event Date,Event Type,Restoration,Number of Customers Affected,Area Affected,States,Event Category,Region
1978,2014-01-01 00:00:00,Suspected Physical Attack,2014-01-01 00:00:00,,Delaware,Delaware,Vandalism,Southern
1979,2014-01-01 00:00:00,Suspected Physical Attack,2014-01-01 00:00:00,,"Luzerne County, Pennsylvania",Pennsylvania,Vandalism,East
1981,2014-01-01 00:00:00,Severe Weather - Thunderstorms,,324000,Michigan,Michigan,Severe Weather,MidWest
1982,2014-01-01 00:00:00,Severe Weather - Thunderstorms,2014-01-01 00:00:00,180400,Illinois,Illinois,Severe Weather,MidWest
1983,2014-01-01 00:00:00,Severe Weather - Thunderstorms,2014-01-01 00:00:00,60000,Lower Peninsula of Michigan,Michigan,Severe Weather,MidWest
1986,2014-01-01 00:00:00,Electrical System Separation (Islanding),2014-01-01 00:00:00,123,Oregon,Oregon,Other,West
1987,2014-01-01 00:00:00,Physical Attack - Vandalism,2014-01-01 00:00:00,,California,California,Vandalism,West
1988,2014-01-01 00:00:00,Suspected Physical Attack - Suspcious Activity,2014-01-01 00:00:00,,Michigan,Michigan,Vandalism,MidWest
1989,2014-01-01 00:00:00,Electrical System Separation (Islanding),2014-01-01 00:00:00,123,"Estacada, Oregon",Oregon,Other,West
1990,2014-01-01 00:00:00,Fuel Supply Emergency - Coal,2014-01-01 00:00:00,140000,Northeast Minnesota,Minnesota,System Operations,MidWest
1991,2014-01-01 00:00:00,Physical Attack - Suspcious Activity,2014-01-01 00:00:00,,New York,New York,Vandalism,East
1992,2014-01-01 00:00:00,Physical Attack - Suspcious Activity,,,New York,New York,Vandalism,East
1995,2014-01-01 00:00:00,Suspected Physical Attack - Vandalism,2014-01-01 00:00:00,,"Cave Junction, Oregon",Oregon,Vandalism,West
1996,2014-01-01 00:00:00,Severe Weather - Thunderstorms,,67300,Arkansas,Arkansas,Severe Weather,Other
1997,2014-01-01 00:00:00,Severe Weather - Thunderstorms,2014-01-01 00:00:00,500000,Texas,Texas,Severe Weather,Southern
1998,2014-01-01 00:00:00,Severe Weather - Thunderstorms,2014-01-01 00:00:00,129237,"Houston, Texas",Texas,Severe Weather,Southern
1999,2014-01-01 00:00:00,Suspected Physical Attack - Vandalism,2014-01-01 00:00:00,,Maryland,Maryland,Vandalism,Southern
2000,2014-01-01 00:00:00,Public Appeal to Reduce Electricity Usage; Load Shed of 100 MW,2014-01-01 00:00:00,,Rio Grande Valley Texas,Texas,System Operations,Southern
2001,2014-01-01 00:00:00,Public Appeal to Reduce Electricity Usage; Load Shed of 100 MW,2014-01-01 00:00:00,120000,Rio Grande Valley Texas,Texas,System Operations,Southern
2002,2014-01-01 00:00:00,Public Appeal to Reduce Electricity Usage,,2800,Rio Grande Valley Texas,Texas,Other,Southern
2003,2014-01-01 00:00:00,Severe Weather - Thunderstorms,2014-01-01 00:00:00,68600,Louisiana,Louisiana,Severe Weather,Southern
2004,2014-01-01 00:00:00,Suspected Physical Attack - Vandalism,2014-01-01 00:00:00,,Oregon,Oregon,Vandalism,West
2006,2014-01-01 00:00:00,Severe Weather - Thunderstorms,2014-01-01 00:00:00,57475,"Alabama, Florida, Georgia",Alabama,Severe Weather,Southern
2006,2014-01-01 00:00:00,Severe Weather - Thunderstorms,2014-01-01 00:00:00,57475,"Alabama, Florida, Georgia",Florida,Severe Weather,Southern
2006,2014-01-01 00:00:00,Severe Weather - Thunderstorms,2014-01-01 00:00:00,57475,"Alabama, Florida, Georgia",Georgia,Severe Weather,Southern
2008,2014-01-01 00:00:00,Suspected Physical Attack - Vandalism,2014-01-01 00:00:00,,"Garden City, Kansas",Kansas,Vandalism,MidWest
2009,2014-01-01 00:00:00,Suspected Physical Attack,2014-01-01 00:00:00,,Manitoba,Manitoba,Vandalism,Other
2010,2014-01-01 00:00:00,Suspected Physical Attack - Vandalism,,,"Howard County, Texas",Texas,Vandalism,Southern
2011,2014-01-01 00:00:00,Suspected Cyber Attack,2014-01-01 00:00:00,,"Carmel, Indiana",Indiana,Vandalism,MidWest
2012,2014-01-01 00:00:00,Severe Weather,2014-01-01 00:00:00,66650,"New Hampshire, Maine, Massachusetts, Rhode Island, Connecticut, Vermont",Massachusetts,Severe Weather,East
2012,2014-01-01 00:00:00,Severe Weather,2014-01-01 00:00:00,66650,"New Hampshire, Maine, Massachusetts, Rhode Island, Connecticut, Vermont",Maine,Severe Weather,East
2012,2014-01-01 00:00:00,Severe Weather,2014-01-01 00:00:00,66650,"New Hampshire, Maine, Massachusetts, Rhode Island, Connecticut, Vermont",New Hampshire,Severe Weather,East
2012,2014-01-01 00:00:00,Severe Weather,2014-01-01 00:00:00,66650,"New Hampshire, Maine, Massachusetts, Rhode Island, Connecticut, Vermont",Rhode Island,Severe Weather,East
2012,2014-01-01 00:00:00,Severe Weather,2014-01-01 00:00:00,66650,"New Hampshire, Maine, Massachusetts, Rhode Island, Connecticut, Vermont",Vermont,Severe Weather,East
2012,2014-01-01 00:00:00,Severe Weather,2014-01-01 00:00:00,66650,"New Hampshire, Maine, Massachusetts, Rhode Island, Connecticut, Vermont",Connecticut,Severe Weather,Other
2013,2014-01-01 00:00:00,Suspected Physical Attack - Vandalism,2014-01-01 00:00:00,,"Enfield, Connecticut ",Connecticut,Vandalism,Other
2014,2014-01-01 00:00:00,Suspected Physical Attack - Vandalism,2014-01-01 00:00:00,,"Howard County, Texas",Texas,Vandalism,Southern
2015,2014-01-01 00:00:00,Severe Weather - Wind,2014-01-01 00:00:00,78000,"Greater Portland and Salem, Oregon",Oregon,Severe Weather,West
2016,2014-01-01 00:00:00,Severe Weather - Wind,,96000,"King County, Thurston County and Kitsap County,  Washington",Washington,Severe Weather,West
2018,2014-01-01 00:00:00,Suspected Physical Attack - Vandalism,2014-01-01 00:00:00,,"Portland, Oregon",Oregon,Vandalism,West
2019,2014-01-01 00:00:00,Severe Weather - Winter Storm,,63719,"Massachusetts, Maine, Vermont, New Hampshire, Rhode Island, Connecticut",Massachusetts,Severe Weather,East
2019,2014-01-01 00:00:00,Severe Weather - Winter Storm,,63719,"Massachusetts, Maine, Vermont, New Hampshire, Rhode Island, Connecticut",Maine,Severe Weather,East
2019,2014-01-01 00:00:00,Severe Weather - Winter Storm,,63719,"Massachusetts, Maine, Vermont, New Hampshire, Rhode Island, Connecticut",New Hampshire,Severe Weather,East
2019,2014-01-01 00:00:00,Severe Weather - Winter Storm,,63719,"Massachusetts, Maine, Vermont, New Hampshire, Rhode Island, Connecticut",Rhode Island,Severe Weather,East
2019,2014-01-01 00:00:00,Severe Weather - Winter Storm,,63719,"Massachusetts, Maine, Vermont, New Hampshire, Rhode Island, Connecticut",Vermont,Severe Weather,East
2019,2014-01-01 00:00:00,Severe Weather - Winter Storm,,63719,"Massachusetts, Maine, Vermont, New Hampshire, Rhode Island, Connecticut",Connecticut,Severe Weather,Other
2020,2014-01-01 00:00:00,Severe Weather - Wind,2014-01-01 00:00:00,68000,Washington,Washington,Severe Weather,West
2021,2014-01-01 00:00:00,Suspected Physical Attack - Vandalism,2014-01-01 00:00:00,,Unknown,Unknown,Vandalism,Other
2022,2014-01-01 00:00:00,Suspected Physical Attack - Vandalism,2014-01-01 00:00:00,,"Howard County,Texas",Texas,Vandalism,Southern
2023,2014-01-01 00:00:00,Electrical System Islanding,2014-01-01 00:00:00,123,"Estacada, Oregon",Oregon,Other,West
2024,2014-01-01 00:00:00,Suspected Physical Attack - Vandalism,2014-01-01 00:00:00,,"Victorville, California",California,Vandalism,West
2025,2014-01-01 00:00:00,Suspected Physical Attack - Vandalism,2014-01-01 00:00:00,,"Twin Falls, Idaho",Idaho,Vandalism,West
2026,2014-01-01 00:00:00,Suspected Physical Attack - Vandalism,2014-01-01 00:00:00,,"Sand Springs - Fort Rock, Oregon",Oregon,Vandalism,West
2027,2014-01-01 00:00:00,Fuel Supply Emergency - Coal,,,"Nebraska, Kansas, Texas, Arkansas, Louisiana, New Mexico",Arkansas,System Operations,Other
2027,2014-01-01 00:00:00,Fuel Supply Emergency - Coal,,,"Nebraska, Kansas, Texas, Arkansas, Louisiana, New Mexico",Kansas,System Operations,MidWest
2027,2014-01-01 00:00:00,Fuel Supply Emergency - Coal,,,"Nebraska, Kansas, Texas, Arkansas, Louisiana, New Mexico",Louisiana,System Operations,Southern
2027,2014-01-01 00:00:00,Fuel Supply Emergency - Coal,,,"Nebraska, Kansas, Texas, Arkansas, Louisiana, New Mexico",Nebraska,System Operations,MidWest
2027,2014-01-01 00:00:00,Fuel Supply Emergency - Coal,,,"Nebraska, Kansas, Texas, Arkansas, Louisiana, New Mexico",New Mexico,System Operations,Other
2027,2014-01-01 00:00:00,Fuel Supply Emergency - Coal,,,"Nebraska, Kansas, Texas, Arkansas, Louisiana, New Mexico",Texas,System Operations,Southern
2028,2014-01-01 00:00:00,Severe Weather - Wind,2014-01-01 00:00:00,186154,Michigan,Michigan,Severe Weather,MidWest
2029,2014-01-01 00:00:00,Severe Weather - Winter Storm,2014-01-01 00:00:00,79530,"New Hampshire, Massachusetts, Maine, Rhode Island, Connecticut, Vermont",Massachusetts,Severe Weather,East
2029,2014-01-01 00:00:00,Severe Weather - Winter Storm,2014-01-01 00:00:00,79530,"New Hampshire, Massachusetts, Maine, Rhode Island, Connecticut, Vermont",Maine,Severe Weather,East
2029,2014-01-01 00:00:00,Severe Weather - Winter Storm,2014-01-01 00:00:00,79530,"New Hampshire, Massachusetts, Maine, Rhode Island, Connecticut, Vermont",New Hampshire,Severe Weather,East
2029,2014-01-01 00:00:00,Severe Weather - Winter Storm,2014-01-01 00:00:00,79530,"New Hampshire, Massachusetts, Maine, Rhode Island, Connecticut, Vermont",Rhode Island,Severe Weather,East
2029,2014-01-01 00:00:00,Severe Weather - Winter Storm,2014-01-01 00:00:00,79530,"New Hampshire, Massachusetts, Maine, Rhode Island, Connecticut, Vermont",Vermont,Severe Weather,East
2029,2014-01-01 00:00:00,Severe Weather - Winter Storm,2014-01-01 00:00:00,79530,"New Hampshire, Massachusetts, Maine, Rhode Island, Connecticut, Vermont",Connecticut,Severe Weather,Other
2031,2014-01-01 00:00:00,Suspected Physical Attack - Vandalism,2014-01-01 00:00:00,,"Fayetteville, North Carolina",North Carolina,Vandalism,Southern
2032,2014-01-01 00:00:00,Suspected Physical Attack - Vandalism,2014-01-01 00:00:00,,Maine,Maine,Vandalism,East
2033,2014-01-01 00:00:00,Severe Weather- High Winds,,,Northern California,California,Severe Weather,West
2034,2014-01-01 00:00:00,Distribution Interruption - Unknown Cause,2014-01-01 00:00:00,75000,"San Francisco, California",California,Transmission Interruption,West
2036,2014-01-01 00:00:00,Severe Weather- High Winds,2014-01-01 00:00:00,85470,"Portland, Oregon",Oregon,Severe Weather,West
2037,2014-01-01 00:00:00,Severe Weather- High Winds,2014-01-01 00:00:00,264000,"Kitsap, Thurston, Whatcom counties Washington",Washington,Severe Weather,West
2039,2014-01-01 00:00:00,Suspected Cyber Attack,2014-01-01 00:00:00,,"New Hampshire, Massachusetts, Maine, Rhode Island, Connecticut, Vermont",Massachusetts,Vandalism,East
2039,2014-01-01 00:00:00,Suspected Cyber Attack,2014-01-01 00:00:00,,"New Hampshire, Massachusetts, Maine, Rhode Island, Connecticut, Vermont",Maine,Vandalism,East
2039,2014-01-01 00:00:00,Suspected Cyber Attack,2014-01-01 00:00:00,,"New Hampshire, Massachusetts, Maine, Rhode Island, Connecticut, Vermont",New Hampshire,Vandalism,East
2039,2014-01-01 00:00:00,Suspected Cyber Attack,2014-01-01 00:00:00,,"New Hampshire, Massachusetts, Maine, Rhode Island, Connecticut, Vermont",Rhode Island,Vandalism,East
2039,2014-01-01 00:00:00,Suspected Cyber Attack,2014-01-01 00:00:00,,"New Hampshire, Massachusetts, Maine, Rhode Island, Connecticut, Vermont",Vermont,Vandalism,East
2039,2014-01-01 00:00:00,Suspected Cyber Attack,2014-01-01 00:00:00,,"New Hampshire, Massachusetts, Maine, Rhode Island, Connecticut, Vermont",Connecticut,Vandalism,Other
2040,2014-01-01 00:00:00,Severe Weather- High Winds,2015-01-01 00:00:00,84500,Northern California,California,Severe Weather,West
2043,2015-01-01 00:00:00,Severe Weather - Winter,2015-01-01 00:00:00,,Tennessee,Tennessee,Severe Weather,Southern
2044,2015-01-01 00:00:00,Severe Weather - Winter,2015-01-01 00:00:00,,"Tennessee, Kentucky, Virginia, North Carolina, Georgia, Alabama, Missouri",Alabama,Severe Weather,Southern
2044,2015-01-01 00:00:00,Severe Weather - Winter,2015-01-01 00:00:00,,"Tennessee, Kentucky, Virginia, North Carolina, Georgia, Alabama, Missouri",Georgia,Severe Weather,Southern
2044,2015-01-01 00:00:00,Severe Weather - Winter,2015-01-01 00:00:00,,"Tennessee, Kentucky, Virginia, North Carolina, Georgia, Alabama, Missouri",Kentucky,Severe Weather,Southern
2044,2015-01-01 00:00:00,Severe Weather - Winter,2015-01-01 00:00:00,,"Tennessee, Kentucky, Virginia, North Carolina, Georgia, Alabama, Missouri",Missouri,Severe Weather,MidWest
2044,2015-01-01 00:00:00,Severe Weather - Winter,2015-01-01 00:00:00,,"Tennessee, Kentucky, Virginia, North Carolina, Georgia, Alabama, Missouri",North Carolina,Severe Weather,Southern
2044,2015-01-01 00:00:00,Severe Weather - Winter,2015-01-01 00:00:00,,"Tennessee, Kentucky, Virginia, North Carolina, Georgia, Alabama, Missouri",Tennessee,Severe Weather,Southern
2044,2015-01-01 00:00:00,Severe Weather - Winter,2015-01-01 00:00:00,,"Tennessee, Kentucky, Virginia, North Carolina, Georgia, Alabama, Missouri",Virginia,Severe Weather,Southern
2045,2015-01-01 00:00:00,Vandalism,2015-01-01 00:00:00,,"Portland, Oregon",Oregon,Vandalism,West
2046,2015-01-01 00:00:00,Vandalism,2015-01-01 00:00:00,,"Cave Junction, Oregon",Oregon,Vandalism,West
2047,2015-01-01 00:00:00,Sabotage,2015-01-01 00:00:00,0,"Kountze, Texas",Texas,Vandalism,Southern
2048,2015-01-01 00:00:00,Vandalism,2015-01-01 00:00:00,,"Weber County, Utah",Utah,Vandalism,West
2049,2015-01-01 00:00:00,Sabotage,2015-01-01 00:00:00,,"Conroe, Texas",Texas,Vandalism,Southern
2050,2015-01-01 00:00:00,Vandalism,2015-01-01 00:00:00,,"Vollmers, California",California,Vandalism,West
2051,2015-01-01 00:00:00,Vandalism,2015-01-01 00:00:00,,"Cameron, Arizona",Arizona,Vandalism,West
2052,2015-01-01 00:00:00,Vandalism,2015-01-01 00:00:00,,"Dunismuir, California",California,Vandalism,West
2053,2015-01-01 00:00:00,Severe Weather - Wind,,65000,Northern California,California,Severe Weather,West
2054,2015-01-01 00:00:00,Sabotage,2015-01-01 00:00:00,,"Colorado Springs, Colorado",Colorado,Vandalism,West
2055,2015-01-01 00:00:00,Severe Weather - Winter,2015-01-01 00:00:00,186035,"Northern/North Eastern, Georgia",Georgia,Severe Weather,Southern
2056,2015-01-01 00:00:00,Severe Weather - Winter,2015-01-01 00:00:00,67189,"Tennessee, Kentucky, Virginia, North Carolina, Georgia, Alabama, Missouri",Alabama,Severe Weather,Southern
2056,2015-01-01 00:00:00,Severe Weather - Winter,2015-01-01 00:00:00,67189,"Tennessee, Kentucky, Virginia, North Carolina, Georgia, Alabama, Missouri",Georgia,Severe Weather,Southern
2056,2015-01-01 00:00:00,Severe Weather - Winter,2015-01-01 00:00:00,67189,"Tennessee, Kentucky, Virginia, North Carolina, Georgia, Alabama, Missouri",Kentucky,Severe Weather,Southern
2056,2015-01-01 00:00:00,Severe Weather - Winter,2015-01-01 00:00:00,67189,"Tennessee, Kentucky, Virginia, North Carolina, Georgia, Alabama, Missouri",Missouri,Severe Weather,MidWest
2056,2015-01-01 00:00:00,Severe Weather - Winter,2015-01-01 00:00:00,67189,"Tennessee, Kentucky, Virginia, North Carolina, Georgia, Alabama, Missouri",North Carolina,Severe Weather,Southern
2056,2015-01-01 00:00:00,Severe Weather - Winter,2015-01-01 00:00:00,67189,"Tennessee, Kentucky, Virginia, North Carolina, Georgia, Alabama, Missouri",Tennessee,Severe Weather,Southern
2056,2015-01-01 00:00:00,Severe Weather - Winter,2015-01-01 00:00:00,67189,"Tennessee, Kentucky, Virginia, North Carolina, Georgia, Alabama, Missouri",Virginia,Severe Weather,Southern
2057,2015-01-01 00:00:00,Severe Weather - Winter,2015-01-01 00:00:00,52000,"North Carolina, South Carolina",North Carolina,Severe Weather,Southern
2057,2015-01-01 00:00:00,Severe Weather - Winter,2015-01-01 00:00:00,52000,"North Carolina, South Carolina",South Carolina,Severe Weather,Southern
2058,2015-01-01 00:00:00,Severe Weather - Winter,2015-01-01 00:00:00,68000,"North Carolina, South Carolina",North Carolina,Severe Weather,Southern
2058,2015-01-01 00:00:00,Severe Weather - Winter,2015-01-01 00:00:00,68000,"North Carolina, South Carolina",South Carolina,Severe Weather,Southern
2059,2015-01-01 00:00:00,Vandalism,2015-01-01 00:00:00,,"Prescott Valley, Arizona",Arizona,Vandalism,West
2061,2015-01-01 00:00:00,Vandalism,2015-01-01 00:00:00,,"Winslow, Arizona",Arizona,Vandalism,West
2062,2015-01-01 00:00:00,Severe Weather - Winter,2015-01-01 00:00:00,,"North Carolina, South Carolina",North Carolina,Severe Weather,Southern
2062,2015-01-01 00:00:00,Severe Weather - Winter,2015-01-01 00:00:00,,"North Carolina, South Carolina",South Carolina,Severe Weather,Southern
2063,2015-01-01 00:00:00,Severe Weather - Winter,2015-01-01 00:00:00,50000,"Fentress County, Tennessee",Tennessee,Severe Weather,Southern
2064,2015-01-01 00:00:00,Severe Weather - Winter,2015-01-01 00:00:00,124000,"North Carolina, South Carolina",North Carolina,Severe Weather,Southern
2064,2015-01-01 00:00:00,Severe Weather - Winter,2015-01-01 00:00:00,124000,"North Carolina, South Carolina",South Carolina,Severe Weather,Southern
2065,2015-01-01 00:00:00,Severe Weather - Winter,2015-01-01 00:00:00,103776,North Carolina ,North Carolina,Severe Weather,Southern
2066,2015-01-01 00:00:00,Vandalism,2015-01-01 00:00:00,,"Johnson City , Tennessee",Tennessee,Vandalism,Southern
2067,2015-01-01 00:00:00,Vandalism,2015-01-01 00:00:00,,Washington,Washington,Vandalism,West
2068,2015-01-01 00:00:00,Severe Weather - Wind,2015-01-01 00:00:00,71000,"Greater Portland & Salem , Oregon",Oregon,Severe Weather,West
2069,2015-01-01 00:00:00,Sabotage,2015-01-01 00:00:00,5941,"Winona , Minnesota",Minnesota,Vandalism,MidWest
2070,2015-01-01 00:00:00,Vandalism,2015-01-01 00:00:00,,Southwest Kansas,Kansas,Vandalism,MidWest
2071,2015-01-01 00:00:00,Vandalism,2015-01-01 00:00:00,0,West Virginia,Virginia,Vandalism,Southern
2071,2015-01-01 00:00:00,Vandalism,2015-01-01 00:00:00,0,West Virginia,West Virginia,Vandalism,Southern
2072,2015-01-01 00:00:00,System Operations,2015-01-01 00:00:00,,"Contra Costa County, California",California,System Operations,West
2073,2015-01-01 00:00:00,Vandalism,2015-01-01 00:00:00,,California,California,Vandalism,West
2074,2015-01-01 00:00:00,Vandalism,2015-01-01 00:00:00,37,"San Juan County, Utah",Utah,Vandalism,West
2075,2015-01-01 00:00:00,Vandalism,2015-01-01 00:00:00,5763,"San Juan County, Utah",Utah,Vandalism,West
2076,2015-01-01 00:00:00,Severe Weather - Thunderstorms,2015-01-01 00:00:00,70000,"Harvey, Reno, and Sedgwick Counties, Kansas",Kansas,Severe Weather,MidWest
2077,2015-01-01 00:00:00,System Operations,2015-01-01 00:00:00,80000,"Butte County, California",California,System Operations,West
2078,2015-01-01 00:00:00,System Operations,2015-01-01 00:00:00,,Unknown ,Unknown ,System Operations,Other
2079,2015-01-01 00:00:00,System Operations,2015-01-01 00:00:00,0,California,California,System Operations,West
2080,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,280982,"Houston, Texas",Texas,Severe Weather,Southern
2081,2015-01-01 00:00:00,System Operations,2015-01-01 00:00:00,,Canada ,Canada ,System Operations,Other
2082,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,89000,"Dallas, Fort Worth, Texas",Texas,Severe Weather,Southern
2083,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,57000,"Dallas, Fort Worth, Texas",Texas,Severe Weather,Southern
2084,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,199000,Louisiana and Texas,Louisiana,Severe Weather,Southern
2084,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,199000,Louisiana and Texas,Texas,Severe Weather,Southern
2085,2015-01-01 00:00:00,Vandalism,2015-01-01 00:00:00,215,"Franklin County, Tennessee",Tennessee,Vandalism,Southern
2086,2015-01-01 00:00:00,Vandalism,2015-01-01 00:00:00,,"Salt Lake County, Utah",Utah,Vandalism,West
2087,2015-01-01 00:00:00,Sabotage,2015-01-01 00:00:00,0,"Shasta County, California",California,Vandalism,West
2088,2015-01-01 00:00:00,Sabotage,2015-01-01 00:00:00,0,"Coahoma County, Mississippi",Mississippi,Vandalism,Southern
2089,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,0,Washington,Washington,Severe Weather,West
2090,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,454000,North Texas,Texas,Severe Weather,Southern
2091,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,61000,"Fort Bend County, & Harris County ,Texas",Texas,Severe Weather,Southern
2092,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,57531,Texas,Texas,Severe Weather,Southern
2093,2015-01-01 00:00:00,Severe Weather,,57351,"Texas, Louisiana, Arkansas",Arkansas,Severe Weather,Other
2093,2015-01-01 00:00:00,Severe Weather,,57351,"Texas, Louisiana, Arkansas",Louisiana,Severe Weather,Southern
2093,2015-01-01 00:00:00,Severe Weather,,57351,"Texas, Louisiana, Arkansas",Texas,Severe Weather,Southern
2094,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,78515,"Texas, Louisiana, Arkansas, Mississippi",Arkansas,Severe Weather,Other
2094,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,78515,"Texas, Louisiana, Arkansas, Mississippi",Louisiana,Severe Weather,Southern
2094,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,78515,"Texas, Louisiana, Arkansas, Mississippi",Mississippi,Severe Weather,Southern
2094,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,78515,"Texas, Louisiana, Arkansas, Mississippi",Texas,Severe Weather,Southern
2095,2015-01-01 00:00:00,Vandalism,2015-01-01 00:00:00,110,"Daviess County, Kentucky",Kentucky,Vandalism,Southern
2096,2015-01-01 00:00:00,System Operations,2015-01-01 00:00:00,484,California,California,System Operations,West
2097,2015-01-01 00:00:00,System Operations,2015-01-01 00:00:00,727,California,California,System Operations,West
2098,2015-01-01 00:00:00,System Operations,2015-01-01 00:00:00,,Texas,Texas,System Operations,Southern
2099,2015-01-01 00:00:00,System Operations,2015-01-01 00:00:00,,"Shelby County, Tennessee",Tennessee,System Operations,Southern
2100,2015-01-01 00:00:00,System Operations,2015-01-01 00:00:00,,Tennessee,Tennessee,System Operations,Southern
2101,2015-01-01 00:00:00,System Operations,,,"Merced County, California",California,System Operations,West
2102,2015-01-01 00:00:00,Vandalism,2015-01-01 00:00:00,0,"Solano County, California",California,Vandalism,West
2103,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,263000,"Gloucester County, Burlington County, Atlantic County, Cape May County, New Jersey",New Jersey,Severe Weather,East
2104,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,65000,"New Castle County, Delaware",Delaware,Severe Weather,Southern
2105,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,200000,"Delaware County, PA; Chester County, PA",Delaware,Severe Weather,Southern
2105,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,200000,"Delaware County, PA; Chester County, PA",Pennsylvania,Severe Weather,East
2106,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,62442,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont",Massachusetts,Severe Weather,East
2106,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,62442,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont",Maine,Severe Weather,East
2106,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,62442,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont",New Hampshire,Severe Weather,East
2106,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,62442,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont",Rhode Island,Severe Weather,East
2106,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,62442,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont",Vermont,Severe Weather,East
2106,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,62442,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont",Connecticut,Severe Weather,Other
2107,2015-01-01 00:00:00,System Operations,2015-01-01 00:00:00,156338,New Jersey,New Jersey,System Operations,East
2108,2015-01-01 00:00:00,Severe Weather,,73000,New Jersey,New Jersey,Severe Weather,East
2109,2015-01-01 00:00:00,Severe Weather,,110000,Kansas,Kansas,Severe Weather,MidWest
2110,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,68000,"Wayne County, Michigan",Michigan,Severe Weather,MidWest
2112,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,,California,California,Severe Weather,West
2114,2015-01-01 00:00:00,Suspicious Activity ,2015-01-01 00:00:00,0,"Butte County, California",California,Vandalism,West
2115,2015-01-01 00:00:00,System Operations,2015-01-01 00:00:00,30000,Texas,Texas,System Operations,Southern
2116,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,68339,"Ohio, Kentucky",Kentucky,Severe Weather,Southern
2116,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,68339,"Ohio, Kentucky",Ohio,Severe Weather,MidWest
2117,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,52739,Virginia,Virginia,Severe Weather,Southern
2118,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,,Arkansas,Arkansas,Severe Weather,Other
2119,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,111644,Alabama,Alabama,Severe Weather,Southern
2121,2015-01-01 00:00:00,System Operations,2015-01-01 00:00:00,17311,Texas,Texas,System Operations,Southern
2122,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,250000,"Henepin and Ramsey County, Minnesota",Minnesota,Severe Weather,MidWest
2123,2015-01-01 00:00:00,System Operations,2015-01-01 00:00:00,70,California,California,System Operations,West
2124,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,78164,California,California,Severe Weather,West
2125,2015-01-01 00:00:00,System Operations,2015-01-01 00:00:00,,Washington,Washington,System Operations,West
2127,2015-01-01 00:00:00,System Operations,2015-01-01 00:00:00,,Puerto Rico,Puerto Rico,System Operations,Other
2128,2015-01-01 00:00:00,System Operations,2015-01-01 00:00:00,0,New York,New York,System Operations,East
2130,2015-01-01 00:00:00,Vandalism,,0,Tennessee,Tennessee,Vandalism,Southern
2131,2015-01-01 00:00:00,System Operations,,0,Washington,Washington,System Operations,West
2132,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,162000,Michigan: Emmet County; Grand Traverse County; Leelanau County; Kalkaska County; Benzie County; Manistee County; Wexford County; Missaukee County; Mecosta County; ,Michigan,Severe Weather,MidWest
2133,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,115000,Illinois,Illinois,Severe Weather,MidWest
2134,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,72520,Michigan,Michigan,Severe Weather,MidWest
